label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
NO,0.0,0.0,0.0,-0.108575,-0.001843,-0.073879,-0.223206,-0.086524,-0.128929,-0.21218,-0.210714,-0.181819,-0.122426,-0.284652,-0.231984,-0.224623,-0.413393,-0.102978,-0.31805,-0.620149,-0.179541,-0.370843,-0.759005,-0.225038,-0.407594,-0.875856,-0.258346,-0.115722,-0.475135,-0.108751,-0.145004,-0.444418,-0.210825,-0.138258,-0.279328,-0.225841,-0.117324,-0.209696,-0.214654,-0.01107,-0.461756,-0.1229,-0.03933,-0.343318,-0.204368,-0.057583,-0.206606,-0.175406,-0.053569,-0.182978,-0.138725,0.092331,-0.412877,-0.147244,0.0604,-0.309952,-0.193468,0.029371,-0.195816,-0.168825,0.022426,-0.170026,-0.138525
NO,0.0,0.0,0.0,-0.102943,-0.064119,-0.066372,-0.17224,-0.22913,-0.107125,-0.160847,-0.368064,-0.145532,-0.115089,-0.469057,-0.181264,-0.101009,-0.485737,-0.064913,-0.11051,-0.719553,-0.133331,-0.110916,-0.861723,-0.180544,-0.092406,-0.972391,-0.214285,-0.002576,-0.463201,-0.068958,0.027115,-0.635175,-0.157003,-0.012635,-0.510501,-0.179814,-0.035163,-0.390811,-0.17495,0.085828,-0.401758,-0.081839,0.110579,-0.550678,-0.16545,0.052053,-0.416281,-0.141886,0.024017,-0.305657,-0.105259,0.165722,-0.309824,-0.100984,0.17809,-0.422137,-0.167075,0.116697,-0.325043,-0.149381,0.086626,-0.229611,-0.120807
NO,0.0,0.0,0.0,-0.130865,-0.177279,-0.070079,-0.215589,-0.376918,-0.106045,-0.224853,-0.583346,-0.140152,-0.135834,-0.681256,-0.166608,-0.083561,-0.61684,0.016971,-0.052762,-0.828263,-0.013305,-0.044613,-0.918413,-0.053244,-0.041114,-0.995451,-0.08595,0.010874,-0.603828,0.023295,0.04323,-0.814423,0.007517,0.051526,-0.907213,-0.023289,0.049911,-0.980876,-0.050411,0.094143,-0.558043,0.014194,0.127368,-0.747821,-0.000666,0.133692,-0.841341,-0.016385,0.124712,-0.907759,-0.031537,0.171081,-0.478023,-0.005089,0.197012,-0.624516,-0.015921,0.198482,-0.711338,-0.02038,0.192132,-0.780052,-0.025487
NO,0.0,0.0,0.0,-0.163442,-0.07029,-0.070728,-0.297423,-0.174596,-0.116429,-0.38126,-0.307807,-0.161186,-0.387462,-0.428809,-0.200636,-0.242389,-0.506083,-0.02064,-0.278841,-0.705725,-0.078671,-0.297386,-0.819819,-0.137433,-0.304279,-0.923516,-0.180592,-0.161333,-0.549087,-0.021275,-0.203895,-0.763777,-0.060745,-0.220713,-0.873193,-0.097013,-0.237256,-0.963262,-0.125842,-0.074903,-0.553769,-0.037195,-0.112223,-0.755667,-0.073467,-0.12949,-0.854814,-0.090042,-0.149624,-0.92296,-0.100864,0.023021,-0.520409,-0.063496,-0.015844,-0.690368,-0.092692,-0.041245,-0.77795,-0.10002,-0.061901,-0.844591,-0.103232
NO,0.0,0.0,0.0,-0.15171,-0.063543,-0.057428,-0.281872,-0.172783,-0.095534,-0.355584,-0.292379,-0.133059,-0.40145,-0.406903,-0.169185,-0.235003,-0.480059,-0.035118,-0.298631,-0.67141,-0.088354,-0.333944,-0.784615,-0.14005,-0.356977,-0.887597,-0.179334,-0.160384,-0.520073,-0.041064,-0.227271,-0.728425,-0.081125,-0.26595,-0.83939,-0.11942,-0.296133,-0.943048,-0.151548,-0.079024,-0.522522,-0.058177,-0.146798,-0.71895,-0.094566,-0.186103,-0.830995,-0.120403,-0.218837,-0.926117,-0.141043,0.021379,-0.486265,-0.082946,-0.034129,-0.65158,-0.113818,-0.074008,-0.747576,-0.127787,-0.110548,-0.833913,-0.138718
NO,0.0,0.0,0.0,-0.123451,-0.171652,-0.057703,-0.210737,-0.35228,-0.087541,-0.247165,-0.524014,-0.119052,-0.226203,-0.647961,-0.145935,-0.072106,-0.582585,0.002699,-0.042984,-0.780494,-0.040304,-0.030862,-0.882657,-0.090184,-0.016568,-0.972347,-0.129477,0.015712,-0.578435,-0.001735,0.051698,-0.796507,-0.034144,0.062023,-0.907956,-0.077821,0.063901,-0.991227,-0.115696,0.094713,-0.533976,-0.019436,0.144555,-0.721614,-0.054916,0.145535,-0.788119,-0.085503,0.124302,-0.807384,-0.108605,0.170222,-0.447964,-0.045168,0.19532,-0.587017,-0.074763,0.180427,-0.648687,-0.09033,0.148616,-0.672013,-0.102149
NO,0.0,0.0,0.0,-0.126985,-0.160938,-0.063644,-0.204131,-0.348792,-0.094939,-0.219113,-0.527813,-0.123595,-0.19361,-0.667355,-0.145576,-0.056146,-0.583894,-0.009443,-0.017058,-0.786856,-0.056352,0.016005,-0.892228,-0.10391,0.055163,-0.982529,-0.137826,0.03394,-0.571938,-0.005104,0.076092,-0.788328,-0.027681,0.105893,-0.89345,-0.048021,0.134453,-0.988693,-0.0664,0.111708,-0.524543,-0.015173,0.153546,-0.702673,-0.032846,0.181179,-0.783645,-0.029043,0.202113,-0.848763,-0.02881,0.186297,-0.435994,-0.036396,0.215312,-0.577296,-0.048001,0.226277,-0.645731,-0.038961,0.234613,-0.698433,-0.031785
NO,0.0,0.0,0.0,-0.151248,-0.079805,-0.071003,-0.273737,-0.228732,-0.108652,-0.338708,-0.377987,-0.142487,-0.361167,-0.509547,-0.171652,-0.185858,-0.519051,-0.029408,-0.209195,-0.719571,-0.083333,-0.213263,-0.844957,-0.136587,-0.205577,-0.953228,-0.176393,-0.101077,-0.541736,-0.02838,-0.124998,-0.748934,-0.066805,-0.125892,-0.871711,-0.103402,-0.117393,-0.984125,-0.133102,-0.018231,-0.52435,-0.041312,-0.030161,-0.709587,-0.079725,-0.028374,-0.813135,-0.101364,-0.0251,-0.896603,-0.117113,0.073057,-0.465951,-0.063784,0.049984,-0.618072,-0.098399,0.033413,-0.699667,-0.110366,0.020206,-0.767301,-0.117667
NO,0.0,0.0,0.0,-0.163425,-0.022821,-0.07239,-0.292648,-0.12839,-0.115177,-0.367148,-0.251227,-0.152135,-0.414822,-0.379726,-0.185788,-0.253018,-0.435223,-0.059405,-0.308998,-0.630168,-0.114068,-0.338996,-0.752028,-0.161856,-0.360942,-0.862004,-0.19731,-0.171247,-0.479719,-0.057599,-0.233733,-0.685811,-0.101633,-0.27084,-0.816184,-0.140435,-0.303954,-0.937514,-0.169351,-0.082385,-0.480792,-0.06632,-0.142468,-0.67719,-0.107069,-0.181013,-0.79775,-0.135462,-0.216496,-0.906206,-0.154549,0.019665,-0.446509,-0.082685,-0.027969,-0.609995,-0.121262,-0.067576,-0.709697,-0.14058,-0.104549,-0.803666,-0.151647
NO,0.0,0.0,0.0,-0.139802,-0.133535,-0.057278,-0.241076,-0.305794,-0.086794,-0.290316,-0.472141,-0.116957,-0.273598,-0.600771,-0.142133,-0.126426,-0.561526,0.000526,-0.122097,-0.766759,-0.041844,-0.123791,-0.876489,-0.08888,-0.119144,-0.974199,-0.125494,-0.042398,-0.569728,-0.002507,-0.037292,-0.791492,-0.030739,-0.035313,-0.906423,-0.064967,-0.035203,-0.994876,-0.094781,0.037845,-0.537599,-0.019053,0.0554,-0.732669,-0.049665,0.056144,-0.811813,-0.071413,0.043457,-0.856894,-0.088999,0.117851,-0.467544,-0.044128,0.1205,-0.607764,-0.073402,0.09867,-0.664242,-0.08458,0.068515,-0.692205,-0.092437
NO,0.0,0.0,0.0,-0.124975,-0.155669,-0.065341,-0.194741,-0.349887,-0.096586,-0.199631,-0.531444,-0.124515,-0.16932,-0.674056,-0.146391,-0.04242,-0.574604,-0.009373,-0.000495,-0.774165,-0.050065,0.031458,-0.88474,-0.09305,0.06547,-0.979945,-0.125114,0.046001,-0.560427,-0.004658,0.091418,-0.773634,-0.025293,0.118277,-0.885447,-0.048197,0.14285,-0.987332,-0.069061,0.121336,-0.512915,-0.013846,0.163672,-0.703871,-0.031991,0.189862,-0.806308,-0.038007,0.211547,-0.894532,-0.045308,0.195501,-0.426365,-0.033338,0.231147,-0.586558,-0.049547,0.246242,-0.677397,-0.05008,0.260764,-0.756991,-0.050566
NO,0.0,0.0,0.0,-0.126126,-0.136594,-0.0854,-0.220616,-0.314817,-0.129793,-0.249996,-0.494208,-0.169802,-0.226239,-0.645921,-0.201695,-0.094969,-0.615967,-0.034989,-0.061768,-0.837335,-0.087769,-0.036703,-0.926112,-0.138277,-0.007277,-0.982042,-0.174149,-0.005416,-0.611632,-0.026864,0.033694,-0.84654,-0.063592,0.053317,-0.939876,-0.099638,0.066091,-0.989384,-0.129424,0.072416,-0.569436,-0.034467,0.119496,-0.759051,-0.072999,0.129445,-0.815465,-0.098552,0.119256,-0.824113,-0.117718,0.14443,-0.48629,-0.052802,0.166779,-0.618361,-0.088423,0.158307,-0.660618,-0.104607,0.135541,-0.666324,-0.11521
NO,0.0,0.0,0.0,-0.135396,-0.077453,-0.07522,-0.253958,-0.228401,-0.113409,-0.299317,-0.392492,-0.149716,-0.278572,-0.539091,-0.179814,-0.223275,-0.518684,-0.019217,-0.29227,-0.71262,-0.070295,-0.322192,-0.835334,-0.116472,-0.328367,-0.932592,-0.149824,-0.129349,-0.558315,-0.017358,-0.148847,-0.788731,-0.058876,-0.146637,-0.878498,-0.090681,-0.132855,-0.911903,-0.109709,-0.038643,-0.550448,-0.030323,-0.052572,-0.764669,-0.071655,-0.056459,-0.847994,-0.08814,-0.051567,-0.879513,-0.094875,0.054685,-0.504365,-0.052909,0.033916,-0.668678,-0.089684,0.023328,-0.732219,-0.097975,0.018757,-0.751503,-0.098334
NO,0.0,0.0,0.0,-0.106733,-0.09582,-0.045346,-0.196553,-0.263662,-0.081378,-0.190905,-0.409468,-0.119942,-0.128002,-0.493949,-0.155513,-0.144457,-0.502882,-0.037813,-0.198239,-0.720612,-0.102417,-0.224907,-0.851906,-0.141876,-0.234719,-0.957229,-0.169172,-0.0475,-0.487991,-0.051295,-0.080305,-0.621398,-0.142885,-0.0972,-0.470971,-0.165966,-0.087087,-0.360751,-0.159649,0.044927,-0.44387,-0.072964,0.006035,-0.530701,-0.159569,-0.023204,-0.37785,-0.139688,-0.013168,-0.294138,-0.104378,0.134408,-0.371812,-0.098512,0.090207,-0.457489,-0.151907,0.055698,-0.347451,-0.130151,0.064668,-0.280457,-0.101043
NO,0.0,0.0,0.0,-0.096368,-0.124756,-0.069725,-0.144219,-0.311799,-0.107956,-0.063419,-0.439769,-0.144758,0.041522,-0.497315,-0.175015,-0.100326,-0.540899,-0.03497,-0.093246,-0.770116,-0.092582,-0.078573,-0.887272,-0.119588,-0.055425,-0.988764,-0.138831,-0.00064,-0.504143,-0.037875,0.006306,-0.629165,-0.131358,-0.031082,-0.457626,-0.144628,-0.039531,-0.362472,-0.127897,0.088254,-0.436617,-0.053228,0.088421,-0.503827,-0.157634,0.027838,-0.334599,-0.137298,0.022122,-0.269328,-0.09418,0.166189,-0.346249,-0.073857,0.1533,-0.409795,-0.140633,0.099351,-0.293732,-0.123452,0.093166,-0.244706,-0.094538
NO,0.0,0.0,0.0,-0.103347,-0.098111,-0.061824,-0.172791,-0.319308,-0.100077,-0.120855,-0.496578,-0.14135,-0.011333,-0.57855,-0.180301,-0.12937,-0.524771,-0.023817,-0.198772,-0.722467,-0.101187,-0.26669,-0.839266,-0.149429,-0.307154,-0.934871,-0.17797,-0.022883,-0.538969,-0.02962,-0.082193,-0.74052,-0.114105,-0.131838,-0.648516,-0.138443,-0.127059,-0.577717,-0.13468,0.085349,-0.503523,-0.047446,0.022818,-0.603329,-0.147623,-0.026144,-0.439162,-0.143752,0.000262,-0.345305,-0.114185,0.189931,-0.432447,-0.069199,0.118029,-0.523415,-0.133979,0.069309,-0.392752,-0.119027,0.086534,-0.30363,-0.092307
NO,0.0,0.0,0.0,-0.111939,-0.058735,-0.077803,-0.208766,-0.232457,-0.121237,-0.171499,-0.386804,-0.159178,-0.076993,-0.47982,-0.191208,-0.176837,-0.483691,-0.070625,-0.263817,-0.673247,-0.145459,-0.325101,-0.792439,-0.189654,-0.364723,-0.904372,-0.221559,-0.07191,-0.502345,-0.066852,-0.140133,-0.601799,-0.156881,-0.137048,-0.430963,-0.174707,-0.102119,-0.340169,-0.169806,0.029132,-0.482661,-0.073741,-0.034585,-0.487964,-0.172108,-0.05882,-0.302596,-0.156566,-0.026257,-0.240435,-0.124752,0.126284,-0.433816,-0.087025,0.056097,-0.435042,-0.154995,0.029194,-0.293945,-0.141948,0.0587,-0.243579,-0.119095
NO,0.0,0.0,0.0,-0.099155,-0.082076,-0.070062,-0.171766,-0.279329,-0.110138,-0.114256,-0.439967,-0.145923,0.000474,-0.496771,-0.1778,-0.117709,-0.4746,-0.04854,-0.117803,-0.699908,-0.103048,-0.110178,-0.860305,-0.13074,-0.093992,-0.983774,-0.152819,-0.016997,-0.465018,-0.046173,-0.031018,-0.628813,-0.129837,-0.068846,-0.51893,-0.142537,-0.078968,-0.431091,-0.129132,0.073998,-0.41773,-0.054521,0.060721,-0.515663,-0.152521,0.011822,-0.360969,-0.138437,0.011301,-0.266759,-0.102093,0.163962,-0.342242,-0.067578,0.145785,-0.422426,-0.139733,0.091964,-0.315206,-0.133282,0.083197,-0.245047,-0.112335
NO,0.0,0.0,0.0,-0.082791,-0.12135,-0.075763,-0.128594,-0.313257,-0.119496,-0.051509,-0.448541,-0.162211,0.052184,-0.503137,-0.198249,-0.082231,-0.553765,-0.041335,-0.047982,-0.784036,-0.103022,-0.014554,-0.894434,-0.128886,0.023592,-0.989008,-0.145968,0.020077,-0.50543,-0.040254,0.020095,-0.633528,-0.13594,-0.025071,-0.454929,-0.144513,-0.03157,-0.363766,-0.123585,0.112106,-0.433017,-0.052832,0.103759,-0.51871,-0.158658,0.036546,-0.34565,-0.136053,0.02853,-0.274014,-0.090698,0.190146,-0.344446,-0.07137,0.16471,-0.421644,-0.142241,0.110693,-0.305855,-0.129092,0.106125,-0.250204,-0.101355
NO,0.0,0.0,0.0,-0.108893,-0.107821,-0.078251,-0.186553,-0.331141,-0.126349,-0.135125,-0.515743,-0.172294,-0.016121,-0.582072,-0.212528,-0.118064,-0.549814,-0.047031,-0.191027,-0.736535,-0.133843,-0.259894,-0.837475,-0.190227,-0.302775,-0.926444,-0.223672,-0.004913,-0.557102,-0.041748,-0.078479,-0.708563,-0.130326,-0.111181,-0.574197,-0.151766,-0.09838,-0.483448,-0.147963,0.102276,-0.517262,-0.049845,0.02232,-0.580071,-0.147146,-0.032766,-0.425934,-0.136904,-0.022774,-0.335927,-0.105456,0.201388,-0.444644,-0.06505,0.119086,-0.496073,-0.126816,0.059293,-0.375402,-0.11397,0.057156,-0.290484,-0.089527
NO,0.0,0.0,0.0,-0.111761,-0.076204,-0.069227,-0.213101,-0.248847,-0.111682,-0.183761,-0.410328,-0.151838,-0.0854,-0.498244,-0.186113,-0.185723,-0.482284,-0.05624,-0.276325,-0.672603,-0.131616,-0.33854,-0.789676,-0.176743,-0.380511,-0.900694,-0.20967,-0.081833,-0.498877,-0.059693,-0.15736,-0.614726,-0.151379,-0.148277,-0.43728,-0.167637,-0.105512,-0.345269,-0.160979,0.020239,-0.476088,-0.07456,-0.049601,-0.497251,-0.173382,-0.067591,-0.309714,-0.153987,-0.028393,-0.248698,-0.119137,0.119215,-0.424517,-0.095749,0.046456,-0.449558,-0.161547,0.017037,-0.307186,-0.144383,0.04509,-0.252609,-0.119333
NO,0.0,0.0,0.0,-0.130479,-0.17727,-0.083534,-0.247014,-0.459479,-0.140352,-0.177686,-0.688643,-0.200303,-0.013062,-0.750485,-0.240943,-0.135142,-0.756322,-0.01947,-0.168511,-0.974275,-0.149642,-0.207793,-0.782284,-0.215524,-0.189612,-0.638866,-0.241366,0.005845,-0.725965,-0.025331,-0.036971,-0.944583,-0.152847,-0.104428,-0.719281,-0.171138,-0.092483,-0.606239,-0.151566,0.136912,-0.649162,-0.056139,0.09516,-0.782775,-0.194684,0.019703,-0.551181,-0.169619,0.039153,-0.442661,-0.11442,0.261638,-0.529662,-0.094216,0.199781,-0.635611,-0.174321,0.128001,-0.483864,-0.154242,0.13626,-0.397837,-0.117017
NO,0.0,0.0,0.0,-0.087184,-0.122528,-0.078636,-0.12208,-0.310474,-0.118269,-0.037963,-0.439932,-0.153332,0.065405,-0.496945,-0.181915,-0.080508,-0.556854,-0.046872,-0.030294,-0.777917,-0.102445,0.012276,-0.888781,-0.131562,0.054033,-0.986592,-0.154003,0.018639,-0.509634,-0.043578,0.040452,-0.641571,-0.131123,-0.000101,-0.481576,-0.144038,-0.020021,-0.390665,-0.129096,0.106425,-0.430899,-0.052385,0.119026,-0.507021,-0.150631,0.053628,-0.341902,-0.130053,0.033436,-0.272186,-0.088489,0.179886,-0.332092,-0.067454,0.179391,-0.404584,-0.137877,0.124797,-0.294191,-0.124274,0.108959,-0.242984,-0.097016
NO,0.0,0.0,0.0,-0.101259,-0.117586,-0.071747,-0.17536,-0.341918,-0.114367,-0.098459,-0.51563,-0.155579,0.033071,-0.557884,-0.193974,-0.120382,-0.540269,-0.037569,-0.168182,-0.719517,-0.110624,-0.208874,-0.844848,-0.155591,-0.226826,-0.955919,-0.186465,-0.005538,-0.537076,-0.040445,-0.037506,-0.713233,-0.134455,-0.071859,-0.573534,-0.155998,-0.064259,-0.461661,-0.147562,0.099396,-0.488067,-0.055684,0.067101,-0.567114,-0.1647,0.004662,-0.410781,-0.156478,0.008758,-0.318392,-0.121632,0.198802,-0.40326,-0.076139,0.160741,-0.46982,-0.146445,0.094785,-0.35182,-0.133523,0.085382,-0.272101,-0.108177
NO,0.0,0.0,0.0,-0.107559,-0.098801,-0.059239,-0.199194,-0.277724,-0.098676,-0.159956,-0.432577,-0.137895,-0.05696,-0.510361,-0.171822,-0.157686,-0.495596,-0.052464,-0.243111,-0.690692,-0.121449,-0.302786,-0.807843,-0.163614,-0.339265,-0.920174,-0.195396,-0.053575,-0.499527,-0.060769,-0.125932,-0.622429,-0.143897,-0.126623,-0.460053,-0.159653,-0.085635,-0.370755,-0.156903,0.048432,-0.464374,-0.078395,-0.018447,-0.498699,-0.165915,-0.046164,-0.32646,-0.143346,-0.011827,-0.263052,-0.111063,0.144315,-0.400232,-0.101942,0.078278,-0.444433,-0.157645,0.042945,-0.315119,-0.134022,0.066641,-0.254785,-0.106956
NO,0.0,0.0,0.0,-0.094578,-0.087386,-0.059293,-0.170109,-0.275724,-0.099361,-0.120098,-0.427049,-0.140496,-0.015604,-0.482773,-0.177648,-0.120047,-0.510244,-0.038508,-0.163936,-0.717585,-0.105782,-0.192898,-0.849444,-0.140824,-0.20067,-0.965502,-0.165947,-0.020509,-0.507361,-0.043761,-0.081314,-0.634523,-0.132995,-0.1135,-0.470966,-0.145256,-0.093212,-0.378766,-0.132199,0.074049,-0.466319,-0.060091,0.015565,-0.523782,-0.158746,-0.029241,-0.354821,-0.141627,-0.004225,-0.277388,-0.105213,0.166748,-0.397168,-0.080854,0.107706,-0.451446,-0.14683,0.060139,-0.325053,-0.132963,0.074406,-0.253391,-0.107341
NO,0.0,0.0,0.0,-0.090567,-0.120096,-0.071104,-0.140683,-0.301662,-0.107228,-0.069826,-0.43495,-0.142599,0.02665,-0.49909,-0.171402,-0.10289,-0.556079,-0.031687,-0.077581,-0.78312,-0.082994,-0.051914,-0.895697,-0.10724,-0.01928,-0.991979,-0.12492,0.00054,-0.519469,-0.031188,-0.005259,-0.638576,-0.116414,-0.043169,-0.485672,-0.13167,-0.05458,-0.393159,-0.119899,0.094691,-0.454359,-0.042731,0.088647,-0.519786,-0.139878,0.031602,-0.361787,-0.126508,0.020255,-0.288771,-0.090799,0.177243,-0.36884,-0.059825,0.160803,-0.434744,-0.125104,0.107483,-0.324042,-0.113993,0.095819,-0.264097,-0.089867
NO,0.0,0.0,0.0,-0.103114,-0.118629,-0.064893,-0.168843,-0.344442,-0.103946,-0.093291,-0.509726,-0.142671,0.029083,-0.564875,-0.177686,-0.118186,-0.539439,-0.038175,-0.183752,-0.723838,-0.114542,-0.241399,-0.839153,-0.165068,-0.279567,-0.93952,-0.197851,-0.011851,-0.536362,-0.041467,-0.065413,-0.693905,-0.129258,-0.094808,-0.555956,-0.150645,-0.084526,-0.455173,-0.147174,0.093358,-0.49224,-0.056119,0.048643,-0.57646,-0.153474,-0.007483,-0.427244,-0.138655,-0.002791,-0.338491,-0.104746,0.19251,-0.415802,-0.076575,0.15273,-0.500006,-0.139901,0.089197,-0.383531,-0.121209,0.080835,-0.299279,-0.093609
NO,0.0,0.0,0.0,-0.111779,-0.098062,-0.059541,-0.206815,-0.269823,-0.099607,-0.167089,-0.424349,-0.140854,-0.063709,-0.49722,-0.178104,-0.171558,-0.493351,-0.043012,-0.254603,-0.693415,-0.113132,-0.305357,-0.811177,-0.156604,-0.339063,-0.921626,-0.188791,-0.066734,-0.496476,-0.05155,-0.129088,-0.618108,-0.145559,-0.119943,-0.438051,-0.164982,-0.080933,-0.333822,-0.159108,0.03353,-0.463718,-0.070651,-0.021314,-0.510913,-0.169569,-0.045415,-0.333915,-0.149748,-0.019657,-0.258483,-0.113109,0.128542,-0.403582,-0.095243,0.073823,-0.453616,-0.158908,0.038911,-0.321965,-0.139387,0.053838,-0.256689,-0.111747
NO,0.0,0.0,0.0,-0.092944,-0.102293,-0.069535,-0.153781,-0.280667,-0.111509,-0.094276,-0.411385,-0.151764,0.003649,-0.463688,-0.185802,-0.113005,-0.51869,-0.051474,-0.121698,-0.749264,-0.115168,-0.115851,-0.872247,-0.14799,-0.100776,-0.980093,-0.171064,-0.012851,-0.494787,-0.051562,-0.041758,-0.606323,-0.14565,-0.074638,-0.447654,-0.162562,-0.076162,-0.356088,-0.151613,0.079466,-0.442312,-0.062708,0.055134,-0.494277,-0.162193,0.003135,-0.335632,-0.146023,0.003607,-0.263229,-0.109205,0.163475,-0.364385,-0.079358,0.135758,-0.416754,-0.144174,0.082347,-0.302764,-0.131369,0.078605,-0.24321,-0.106465
NO,0.0,0.0,0.0,-0.094988,-0.104558,-0.074715,-0.157632,-0.28534,-0.116342,-0.091066,-0.426873,-0.156323,0.012118,-0.489799,-0.190186,-0.12429,-0.533149,-0.041111,-0.11301,-0.771393,-0.097952,-0.092975,-0.888348,-0.126285,-0.069032,-0.986762,-0.146751,-0.020313,-0.499598,-0.039612,-0.028086,-0.620249,-0.132726,-0.051249,-0.446183,-0.149682,-0.057151,-0.342632,-0.137223,0.074189,-0.4399,-0.05024,0.069309,-0.515161,-0.153549,0.017581,-0.342452,-0.13791,0.004248,-0.259545,-0.098796,0.156955,-0.35936,-0.066514,0.142563,-0.429332,-0.138083,0.091476,-0.310144,-0.127478,0.075801,-0.246823,-0.102184
NO,0.0,0.0,0.0,-0.11877,-0.098908,-0.084563,-0.197546,-0.320751,-0.136081,-0.145136,-0.492095,-0.183477,-0.045026,-0.581311,-0.221373,-0.125269,-0.559725,-0.075,-0.192377,-0.755597,-0.168944,-0.261615,-0.833083,-0.219538,-0.300386,-0.920674,-0.249255,-0.007745,-0.568145,-0.06874,-0.079498,-0.688356,-0.165544,-0.106674,-0.503691,-0.174609,-0.07394,-0.418892,-0.164253,0.104184,-0.532984,-0.076741,0.02747,-0.577658,-0.178878,-0.02322,-0.397732,-0.151868,0.007223,-0.33333,-0.11325,0.209791,-0.464271,-0.092592,0.12959,-0.50492,-0.154606,0.074859,-0.367625,-0.133206,0.093078,-0.302087,-0.105715
NO,0.0,0.0,0.0,-0.115442,-0.084648,-0.065086,-0.218206,-0.25528,-0.10835,-0.192875,-0.417304,-0.150287,-0.095233,-0.497734,-0.187722,-0.186441,-0.488024,-0.051229,-0.270421,-0.677957,-0.126811,-0.327653,-0.796707,-0.174133,-0.368073,-0.90623,-0.208014,-0.083876,-0.503567,-0.054745,-0.149169,-0.63065,-0.147743,-0.144256,-0.459107,-0.166855,-0.110014,-0.359523,-0.15959,0.017138,-0.48252,-0.069013,-0.041793,-0.514824,-0.164899,-0.064718,-0.332389,-0.145705,-0.036015,-0.260708,-0.109051,0.115173,-0.431925,-0.089381,0.048308,-0.458681,-0.15234,0.021394,-0.322534,-0.136216,0.048417,-0.266831,-0.110443
NO,0.0,0.0,0.0,-0.101262,-0.092622,-0.063364,-0.179612,-0.259977,-0.105607,-0.140504,-0.403516,-0.148608,-0.050223,-0.472257,-0.184826,-0.143839,-0.514585,-0.047076,-0.156308,-0.753869,-0.109266,-0.15245,-0.874799,-0.136525,-0.139509,-0.977963,-0.155324,-0.040602,-0.505014,-0.050449,-0.078928,-0.601788,-0.139968,-0.102496,-0.436909,-0.148981,-0.093236,-0.356954,-0.133905,0.056362,-0.46231,-0.065258,0.016523,-0.500372,-0.162543,-0.02083,-0.328436,-0.142278,-0.006857,-0.261732,-0.104308,0.14553,-0.394847,-0.085265,0.096638,-0.426805,-0.148068,0.059177,-0.303842,-0.135481,0.072314,-0.250203,-0.111828
NO,0.0,0.0,0.0,-0.103889,-0.077271,-0.074205,-0.18397,-0.252107,-0.116729,-0.139945,-0.40391,-0.157007,-0.043425,-0.478459,-0.191495,-0.152577,-0.49419,-0.051173,-0.169712,-0.723702,-0.111803,-0.162974,-0.856467,-0.14144,-0.147772,-0.975358,-0.163832,-0.047759,-0.494473,-0.048512,-0.07952,-0.602523,-0.142773,-0.093962,-0.447419,-0.160013,-0.088851,-0.364293,-0.148326,0.050119,-0.461686,-0.057482,0.017458,-0.500302,-0.161201,-0.018992,-0.323012,-0.152018,-0.010975,-0.249102,-0.118554,0.141816,-0.403481,-0.07203,0.096871,-0.426469,-0.143042,0.057229,-0.298916,-0.140638,0.064593,-0.24379,-0.122823
NO,0.0,0.0,0.0,-0.113072,-0.069036,-0.060153,-0.217245,-0.236565,-0.097816,-0.192005,-0.392902,-0.134303,-0.0997,-0.482339,-0.166079,-0.191699,-0.479732,-0.05481,-0.284173,-0.671496,-0.129083,-0.346263,-0.789011,-0.174139,-0.387458,-0.898331,-0.207069,-0.087646,-0.499004,-0.06087,-0.163581,-0.616371,-0.145849,-0.157957,-0.442369,-0.159225,-0.116671,-0.35289,-0.152849,0.015027,-0.477925,-0.077135,-0.05063,-0.498482,-0.169919,-0.070605,-0.309448,-0.147514,-0.034897,-0.244127,-0.112853,0.114011,-0.426733,-0.099012,0.045396,-0.448526,-0.162757,0.016724,-0.305828,-0.143625,0.043768,-0.248912,-0.1176
NO,0.0,0.0,0.0,-0.115922,-0.069954,-0.057309,-0.214765,-0.276267,-0.096273,-0.17219,-0.455165,-0.13564,-0.071861,-0.534323,-0.172352,-0.162657,-0.508011,-0.043975,-0.216304,-0.699723,-0.1097,-0.257086,-0.823713,-0.147982,-0.281916,-0.942689,-0.178495,-0.051448,-0.520984,-0.050271,-0.120578,-0.646104,-0.136718,-0.132438,-0.458745,-0.150877,-0.10103,-0.352276,-0.14165,0.053341,-0.493682,-0.066279,-0.01521,-0.546783,-0.160428,-0.04749,-0.356594,-0.144461,-0.018082,-0.271717,-0.112941,0.155245,-0.436434,-0.086583,0.078479,-0.478149,-0.154956,0.044053,-0.331933,-0.144871,0.070498,-0.255699,-0.123956
